pincode,city,delivery_model,platform,zone_type,weekly_earnings,deliveries_per_day,is_part_time,earnings_consistency,experience_months,multi_platform,cold_chain,flood_risk,heat_risk,aqi_risk,cyclone_risk,coastal_zone,seasonal_index,month,no_claim_weeks,no_claim_discount,weekly_premium,max_weekly_payout
380001,Ahmedabad,same_day,Tata1mg,industrial,5586,8,0,0.802,3,1,1,0.308,0.867,0.656,0.048,0,0.382,11,1,0.03,91.92,800.0
400022,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,6216,20,0,0.677,5,1,0,0.543,0.423,0.583,0.294,0,0.163,2,0,0.0,180.16,800.0
411045,Pune,same_day,Tata1mg,residential,5640,7,0,0.628,8,1,0,0.493,0.581,0.458,0.044,0,0.257,11,3,0.09,70.43,800.0
500008,Hyderabad,hyperlocal,Apollo24x7,commercial,5352,10,0,0.71,24,1,0,0.71,0.726,0.557,0.113,0,0.422,12,1,0.03,118.41,800.0
400050,Mumbai,hyperlocal,Tata1mg,hospital_adjacent,5823,11,0,0.578,8,0,0,0.359,0.425,0.502,0.323,1,0.158,2,3,0.09,104.96,800.0
641041,Coimbatore,scheduled,Netmeds,industrial,4168,20,0,0.435,33,0,0,0.179,0.649,0.251,0.202,0,0.287,2,0,0.0,52.65,625.0
302012,Jaipur,scheduled,PharmEasy,hospital_adjacent,2731,22,0,0.835,4,0,0,0.205,0.888,0.578,0.02,0,0.173,1,2,0.06,32.16,410.0
500081,Hyderabad,same_day,Tata1mg,residential,6308,11,0,0.676,6,0,0,0.399,0.702,0.484,0.066,0,0.791,8,0,0.0,134.17,800.0
411045,Pune,hyperlocal,Apollo24x7,hospital_adjacent,5730,9,0,0.598,1,0,1,0.495,0.552,0.482,0.019,0,0.672,5,2,0.06,139.22,800.0
400063,Mumbai,same_day,Tata1mg,hospital_adjacent,4233,9,0,0.898,28,0,1,0.972,0.496,0.666,0.29,0,0.981,7,1,0.03,115.39,635.0
751001,Bhubaneswar,scheduled,PharmEasy,industrial,3943,19,0,0.714,15,0,0,0.71,0.653,0.404,0.793,1,0.988,8,0,0.0,71.23,591.0
380006,Ahmedabad,same_day,PharmEasy,commercial,4906,7,0,0.773,13,1,0,0.262,0.874,0.59,0.069,0,0.855,9,4,0.12,74.41,736.0
411014,Pune,same_day,PharmEasy,hospital_adjacent,5347,3,1,0.654,10,0,0,0.446,0.521,0.418,0.03,0,0.584,10,0,0.0,84.34,800.0
600020,Chennai,same_day,Tata1mg,hospital_adjacent,4554,8,0,0.282,25,0,0,0.783,0.82,0.538,0.603,1,0.397,12,1,0.03,106.93,683.0
500081,Hyderabad,hyperlocal,PhonePePincode,residential,6047,18,0,0.552,21,0,0,0.32,0.666,0.458,0.083,0,0.311,1,0,0.0,170.41,800.0
440001,Nagpur,scheduled,Netmeds,commercial,3824,23,0,0.804,17,0,1,0.403,0.811,0.482,0.027,0,0.363,2,1,0.03,64.25,574.0
110006,Delhi,same_day,Tata1mg,commercial,5418,10,0,0.665,2,0,0,0.761,0.894,0.986,0.025,0,0.761,7,3,0.09,90.85,800.0
560008,Bengaluru,same_day,Apollo24x7,residential,3312,8,0,0.734,21,0,0,0.63,0.308,0.415,0.04,0,0.739,8,0,0.0,85.16,497.0
411045,Pune,scheduled,Netmeds,hospital_adjacent,3584,18,0,0.76,9,1,1,0.516,0.54,0.488,0.038,0,0.235,3,2,0.06,61.96,538.0
411045,Pune,same_day,Tata1mg,hospital_adjacent,5241,8,0,0.527,2,0,0,0.577,0.575,0.461,0.03,0,0.989,9,2,0.06,95.57,786.0
400022,Mumbai,hyperlocal,Apollo24x7,residential,5716,17,0,0.668,1,0,0,0.545,0.424,0.553,0.302,0,0.937,9,0,0.0,126.73,800.0
302001,Jaipur,same_day,Tata1mg,hospital_adjacent,4082,11,0,0.51,8,0,1,0.211,0.91,0.58,0.017,0,0.746,9,3,0.09,100.72,612.0
400068,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,3482,12,0,0.756,11,0,0,0.709,0.466,0.639,0.315,0,0.355,12,0,0.0,125.62,522.0
380009,Ahmedabad,scheduled,Netmeds,hospital_adjacent,4461,19,0,0.716,42,0,0,0.415,0.899,0.659,0.085,0,0.263,11,2,0.06,54.0,669.0
345001,Jaisalmer,scheduled,Netmeds,commercial,4106,18,0,0.737,73,0,0,0.028,0.927,0.191,0.016,0,0.997,8,1,0.03,53.21,616.0
400051,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,3517,14,0,0.736,21,0,1,0.411,0.416,0.564,0.341,1,0.533,4,2,0.06,146.25,528.0
110003,Delhi,hyperlocal,Tata1mg,hospital_adjacent,6616,15,0,0.918,9,1,0,0.325,0.862,0.921,0.017,0,0.618,4,0,0.0,206.4,800.0
641041,Coimbatore,scheduled,Netmeds,commercial,3167,22,0,0.93,7,0,0,0.241,0.62,0.266,0.199,0,0.263,12,0,0.0,51.71,475.0
226010,Lucknow,scheduled,PharmEasy,commercial,3141,16,0,0.281,18,1,0,0.459,0.808,0.759,0.031,0,0.225,11,0,0.0,58.0,471.0
226010,Lucknow,same_day,Tata1mg,commercial,3188,10,0,0.793,20,0,0,0.435,0.817,0.732,0.04,0,0.815,6,2,0.06,82.78,478.0
380015,Ahmedabad,same_day,Tata1mg,hospital_adjacent,4748,7,0,0.95,1,1,0,0.255,0.863,0.588,0.058,0,0.411,3,0,0.0,87.33,712.0
500001,Hyderabad,scheduled,PharmEasy,residential,3897,16,0,0.824,21,0,0,0.512,0.697,0.537,0.088,0,0.395,2,1,0.03,56.76,585.0
226016,Lucknow,scheduled,PharmEasy,hospital_adjacent,4819,25,0,0.449,6,0,1,0.568,0.849,0.808,0.036,0,0.172,11,0,0.0,74.7,723.0
560011,Bengaluru,same_day,Tata1mg,commercial,3727,8,0,0.827,1,0,0,0.537,0.299,0.384,0.039,0,0.231,12,1,0.03,73.34,559.0
380015,Ahmedabad,scheduled,PharmEasy,hospital_adjacent,5007,25,0,0.895,11,0,0,0.204,0.876,0.577,0.109,0,0.844,6,1,0.03,64.13,751.0
110006,Delhi,hyperlocal,Tata1mg,residential,5611,9,0,0.525,24,1,0,0.722,0.932,0.979,0.046,0,0.437,11,2,0.06,121.78,800.0
226003,Lucknow,same_day,PharmEasy,commercial,4100,8,0,0.523,16,0,0,0.62,0.831,0.77,0.027,0,0.419,11,4,0.12,80.14,615.0
345002,Jaisalmer,same_day,Apollo24x7,commercial,5261,6,0,0.897,13,0,0,0.038,0.947,0.151,0.029,0,0.854,8,2,0.06,79.36,789.0
302017,Jaipur,same_day,PharmEasy,residential,5287,10,0,0.66,5,0,0,0.135,0.847,0.483,0.044,0,0.349,12,1,0.03,74.95,793.0
110001,Delhi,same_day,Tata1mg,hospital_adjacent,6474,8,0,0.682,27,0,0,0.395,0.894,0.925,0.049,0,0.419,1,1,0.03,145.8,800.0
700027,Kolkata,hyperlocal,Apollo24x7,residential,6220,15,0,0.768,16,1,1,0.768,0.668,0.687,0.441,0,0.319,12,0,0.0,218.4,800.0
560001,Bengaluru,same_day,Apollo24x7,commercial,3680,4,1,0.875,14,0,0,0.442,0.249,0.371,0.021,0,0.99,7,0,0.0,86.08,552.0
345002,Jaisalmer,same_day,Tata1mg,residential,4728,9,0,0.67,8,0,0,0.009,0.997,0.213,0.0,0,0.716,8,4,0.12,71.74,709.0
302012,Jaipur,same_day,PharmEasy,commercial,4762,10,0,0.497,6,0,0,0.255,0.93,0.555,0.039,0,0.376,3,0,0.0,82.41,714.0
302003,Jaipur,same_day,Tata1mg,hospital_adjacent,3555,8,0,0.721,1,1,0,0.144,0.888,0.538,0.017,0,0.347,2,1,0.03,80.03,533.0
560076,Bengaluru,scheduled,Netmeds,residential,3725,19,0,0.873,21,0,0,0.781,0.291,0.45,0.06,0,0.882,7,2,0.06,55.15,559.0
400050,Mumbai,same_day,PharmEasy,hospital_adjacent,4942,9,0,0.273,10,0,0,0.34,0.433,0.5,0.325,1,0.47,4,2,0.06,86.21,741.0
462016,Bhopal,same_day,PharmEasy,commercial,4289,10,0,0.967,41,0,0,0.339,0.694,0.438,0.001,0,0.886,9,4,0.12,72.09,643.0
400068,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,3651,19,0,0.819,19,0,1,0.738,0.467,0.615,0.264,0,0.728,10,0,0.0,164.36,548.0
560038,Bengaluru,scheduled,Netmeds,commercial,4019,20,0,0.781,31,0,0,0.681,0.279,0.403,0.031,0,0.591,5,1,0.03,53.74,603.0
380001,Ahmedabad,same_day,PharmEasy,commercial,5805,9,0,0.799,6,1,0,0.338,0.906,0.613,0.072,0,0.702,6,2,0.06,86.19,800.0
500081,Hyderabad,hyperlocal,Apollo24x7,hospital_adjacent,6539,17,0,0.839,27,0,0,0.319,0.682,0.466,0.064,0,0.181,12,2,0.06,162.91,800.0
400053,Mumbai,scheduled,PharmEasy,commercial,3596,12,0,0.698,4,0,0,0.649,0.475,0.556,0.295,0,0.499,10,0,0.0,62.95,539.0
700001,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,5648,13,0,0.627,32,0,0,0.836,0.618,0.685,0.421,1,0.94,6,0,0.0,162.92,800.0
600001,Chennai,hyperlocal,Apollo24x7,hospital_adjacent,5724,18,0,0.971,13,0,0,0.711,0.725,0.498,0.581,1,0.566,5,0,0.0,140.59,800.0
345001,Jaisalmer,scheduled,Netmeds,industrial,3024,13,0,0.675,18,0,0,0.045,0.955,0.211,0.046,0,0.281,12,1,0.03,49.72,454.0
440001,Nagpur,same_day,Tata1mg,commercial,4245,13,0,0.847,28,0,1,0.433,0.794,0.505,0.017,0,0.753,7,2,0.06,88.96,637.0
700046,Kolkata,hyperlocal,PhonePePincode,hospital_adjacent,4436,14,0,0.767,6,0,1,0.882,0.675,0.783,0.454,1,0.442,11,1,0.03,159.84,665.0
462001,Bhopal,scheduled,Netmeds,commercial,4624,22,0,0.857,84,0,1,0.39,0.738,0.453,0.038,0,0.609,4,0,0.0,62.19,694.0
110018,Delhi,hyperlocal,Apollo24x7,hospital_adjacent,6195,11,0,0.7,84,1,1,0.322,0.859,0.915,0.065,0,0.686,10,0,0.0,226.03,800.0
500008,Hyderabad,hyperlocal,Apollo24x7,hospital_adjacent,6405,11,0,0.341,7,0,1,0.695,0.738,0.562,0.116,0,0.448,11,4,0.12,215.21,800.0
560001,Bengaluru,hyperlocal,Apollo24x7,hospital_adjacent,6854,12,0,0.494,30,0,0,0.403,0.263,0.383,0.075,0,0.536,4,1,0.03,183.73,800.0
700046,Kolkata,same_day,Apollo24x7,hospital_adjacent,5311,6,0,0.667,20,0,0,0.852,0.652,0.776,0.413,1,0.664,4,0,0.0,107.89,797.0
440010,Nagpur,hyperlocal,Apollo24x7,residential,6174,19,0,0.667,35,0,1,0.43,0.826,0.506,0.059,0,0.777,8,0,0.0,217.69,800.0
641001,Coimbatore,scheduled,Tata1mg,hospital_adjacent,4440,16,0,0.941,5,0,0,0.25,0.672,0.333,0.231,0,0.96,9,0,0.0,65.4,666.0
110018,Delhi,same_day,PharmEasy,hospital_adjacent,4459,9,0,0.813,20,0,0,0.386,0.924,0.954,0.012,0,0.18,1,1,0.03,87.6,669.0
110006,Delhi,scheduled,Netmeds,hospital_adjacent,4015,13,0,0.662,16,0,0,0.788,0.899,0.964,0.011,0,0.814,7,0,0.0,75.04,602.0
400001,Mumbai,same_day,Tata1mg,residential,5303,8,0,0.754,35,0,0,0.715,0.472,0.582,0.326,1,0.981,7,0,0.0,94.75,795.0
440010,Nagpur,same_day,Apollo24x7,hospital_adjacent,5389,12,0,0.832,2,0,0,0.465,0.795,0.51,0.036,0,0.167,11,0,0.0,79.95,800.0
751002,Bhubaneswar,same_day,PharmEasy,hospital_adjacent,5290,7,0,0.862,13,0,0,0.552,0.703,0.355,0.76,1,0.985,9,0,0.0,114.85,794.0
560076,Bengaluru,same_day,PharmEasy,commercial,4480,9,0,0.67,9,1,1,0.79,0.302,0.42,0.041,0,0.241,3,2,0.06,80.87,672.0
600002,Chennai,hyperlocal,PhonePePincode,hospital_adjacent,5022,11,0,0.669,15,0,0,0.641,0.771,0.535,0.501,1,0.436,1,2,0.06,129.44,753.0
641001,Coimbatore,scheduled,Netmeds,industrial,3301,18,0,0.955,15,0,1,0.276,0.609,0.312,0.209,0,0.399,1,4,0.12,52.14,495.0
226003,Lucknow,same_day,Tata1mg,commercial,3844,6,0,0.667,10,0,0,0.659,0.831,0.764,0.04,0,0.232,2,0,0.0,81.27,577.0
462001,Bhopal,scheduled,Netmeds,residential,2924,25,0,0.719,17,0,1,0.411,0.721,0.459,0.04,0,0.729,9,0,0.0,40.47,439.0
302001,Jaipur,scheduled,Netmeds,hospital_adjacent,3289,19,0,0.64,19,0,0,0.258,0.88,0.532,0.001,0,0.314,3,1,0.03,57.83,493.0
411045,Pune,same_day,Apollo24x7,hospital_adjacent,4886,9,0,0.864,17,0,0,0.572,0.574,0.45,0.036,0,0.833,6,0,0.0,93.74,733.0
400053,Mumbai,same_day,Tata1mg,residential,5054,7,0,0.781,16,0,0,0.575,0.448,0.573,0.304,0,0.225,11,0,0.0,80.0,758.0
500008,Hyderabad,scheduled,PharmEasy,hospital_adjacent,3188,23,0,0.778,17,0,0,0.718,0.781,0.591,0.083,0,0.825,6,0,0.0,70.8,478.0
560047,Bengaluru,same_day,Apollo24x7,commercial,4534,8,0,0.572,8,0,1,0.336,0.314,0.339,0.03,0,0.963,9,4,0.12,85.7,680.0
700012,Kolkata,same_day,PharmEasy,residential,3340,7,0,0.496,36,1,0,0.888,0.648,0.768,0.443,1,0.709,5,0,0.0,102.03,501.0
411014,Pune,hyperlocal,Apollo24x7,residential,5057,16,0,0.41,7,0,0,0.456,0.572,0.433,0.065,0,0.889,6,0,0.0,127.28,759.0
462001,Bhopal,scheduled,Netmeds,residential,3862,18,0,0.52,4,1,1,0.392,0.714,0.472,0.02,0,0.73,7,4,0.12,59.63,579.0
700012,Kolkata,hyperlocal,Apollo24x7,commercial,5135,17,0,0.57,14,0,0,0.849,0.662,0.746,0.413,1,0.203,12,0,0.0,129.84,770.0
560011,Bengaluru,same_day,PharmEasy,commercial,4782,7,0,0.676,4,0,0,0.557,0.271,0.383,0.05,0,0.318,12,0,0.0,77.57,717.0
560001,Bengaluru,hyperlocal,Tata1mg,residential,6963,18,0,0.811,6,0,0,0.357,0.242,0.408,0.028,0,0.177,12,2,0.06,142.21,800.0
411021,Pune,scheduled,Netmeds,commercial,3411,22,0,0.583,11,0,1,0.447,0.553,0.403,0.066,0,0.727,5,0,0.0,66.99,512.0
302017,Jaipur,same_day,PharmEasy,residential,4573,6,0,0.906,13,0,0,0.144,0.878,0.496,0.048,0,0.198,1,3,0.09,67.19,686.0
700001,Kolkata,hyperlocal,PhonePePincode,residential,4766,11,0,0.359,33,0,0,0.826,0.667,0.718,0.42,1,0.742,5,0,0.0,149.38,715.0
600020,Chennai,same_day,PharmEasy,hospital_adjacent,4757,10,0,0.811,4,1,0,0.891,0.758,0.555,0.602,1,0.39,3,2,0.06,98.28,714.0
462001,Bhopal,scheduled,Netmeds,hospital_adjacent,3475,10,0,0.913,19,1,0,0.415,0.726,0.483,0.013,0,0.237,2,2,0.06,52.98,521.0
400063,Mumbai,scheduled,PharmEasy,residential,3781,23,0,0.818,55,0,0,0.982,0.507,0.682,0.294,0,0.229,1,0,0.0,55.17,567.0
400022,Mumbai,same_day,Apollo24x7,residential,4456,6,0,0.699,36,0,0,0.548,0.447,0.583,0.24,0,0.206,3,0,0.0,78.61,668.0
110044,Delhi,same_day,Tata1mg,residential,5359,10,0,0.9,22,0,0,0.84,0.933,0.966,0.028,0,0.238,1,2,0.06,81.29,800.0
226010,Lucknow,same_day,Apollo24x7,hospital_adjacent,3593,8,0,0.75,21,1,1,0.397,0.805,0.757,0.034,0,0.439,2,3,0.09,96.79,539.0
500016,Hyderabad,same_day,Tata1mg,hospital_adjacent,5051,11,0,0.647,13,1,0,0.54,0.689,0.495,0.139,0,0.244,2,1,0.03,81.28,758.0
400050,Mumbai,hyperlocal,Apollo24x7,industrial,5311,9,0,0.954,18,0,1,0.366,0.451,0.556,0.298,1,0.716,9,0,0.0,147.05,797.0
462016,Bhopal,scheduled,Tata1mg,residential,3757,15,0,0.732,70,0,1,0.333,0.685,0.43,0.019,0,0.839,8,2,0.06,59.59,564.0
302012,Jaipur,scheduled,PharmEasy,hospital_adjacent,3784,13,0,0.785,2,1,0,0.234,0.913,0.561,0.01,0,0.845,8,2,0.06,61.77,568.0
380054,Ahmedabad,same_day,Tata1mg,hospital_adjacent,5468,12,0,0.492,6,0,0,0.249,0.853,0.559,0.114,0,0.291,3,0,0.0,88.19,800.0
110018,Delhi,same_day,Tata1mg,commercial,3566,9,0,0.835,4,1,0,0.342,0.899,0.956,0.041,0,0.316,3,0,0.0,83.48,535.0
400012,Mumbai,scheduled,Netmeds,residential,4105,18,0,0.413,26,0,0,0.884,0.51,0.645,0.335,0,0.859,8,0,0.0,69.61,616.0
400012,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,4818,14,0,0.714,36,0,0,0.871,0.489,0.64,0.273,0,0.365,3,1,0.03,125.52,723.0
226016,Lucknow,same_day,Tata1mg,residential,4423,11,0,0.622,8,0,0,0.621,0.852,0.817,0.004,0,0.155,1,2,0.06,74.54,663.0
302017,Jaipur,scheduled,Netmeds,residential,3627,20,0,0.899,29,1,0,0.152,0.873,0.496,0.029,0,0.426,2,1,0.03,52.2,544.0
700012,Kolkata,hyperlocal,Apollo24x7,hospital_adjacent,7106,11,0,0.669,15,0,0,0.864,0.657,0.733,0.424,1,0.161,1,2,0.06,209.29,800.0
600042,Chennai,hyperlocal,Tata1mg,hospital_adjacent,4942,10,0,0.88,2,0,1,0.857,0.785,0.577,0.63,1,0.955,6,2,0.06,190.12,741.0
411021,Pune,scheduled,Netmeds,hospital_adjacent,4101,18,0,0.464,36,0,0,0.354,0.578,0.401,0.05,0,0.722,5,0,0.0,61.53,615.0
226001,Lucknow,scheduled,Netmeds,hospital_adjacent,3454,22,0,0.783,4,0,1,0.497,0.81,0.754,0.04,0,0.99,7,0,0.0,81.9,518.0
226016,Lucknow,same_day,Tata1mg,residential,4489,8,0,0.701,84,0,1,0.606,0.842,0.809,0.014,0,0.938,7,0,0.0,106.79,673.0
600096,Chennai,same_day,Tata1mg,hospital_adjacent,4186,8,0,0.448,9,0,0,0.476,0.767,0.49,0.526,0,0.862,8,3,0.09,96.35,628.0
751002,Bhubaneswar,scheduled,Tata1mg,commercial,3910,24,0,0.854,37,0,0,0.542,0.7,0.415,0.75,1,0.523,4,1,0.03,63.16,586.0
700027,Kolkata,same_day,Tata1mg,hospital_adjacent,3920,9,0,0.822,4,1,0,0.775,0.634,0.705,0.442,0,0.273,11,1,0.03,96.13,588.0
500032,Hyderabad,hyperlocal,PhonePePincode,residential,7116,16,0,0.665,13,1,0,0.44,0.703,0.519,0.093,0,0.88,8,1,0.03,192.14,800.0
500001,Hyderabad,scheduled,Netmeds,hospital_adjacent,4566,19,0,0.761,10,0,1,0.587,0.717,0.526,0.111,0,0.918,8,1,0.03,77.78,685.0
400012,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,6108,14,0,0.782,21,1,0,0.814,0.49,0.648,0.276,0,0.534,5,3,0.09,184.11,800.0
411006,Pune,same_day,Tata1mg,industrial,5349,12,0,0.875,6,0,0,0.656,0.578,0.464,0.066,0,0.163,1,2,0.06,73.13,800.0
400001,Mumbai,same_day,PharmEasy,residential,6306,4,1,0.635,4,1,0,0.705,0.477,0.604,0.272,1,0.698,4,3,0.09,143.28,800.0
400022,Mumbai,hyperlocal,Apollo24x7,hospital_adjacent,5740,14,0,0.728,8,0,0,0.536,0.423,0.552,0.298,0,0.416,1,1,0.03,116.53,800.0
751002,Bhubaneswar,hyperlocal,Tata1mg,hospital_adjacent,6838,14,0,0.669,16,0,0,0.568,0.694,0.351,0.765,1,0.318,3,0,0.0,210.5,800.0
380006,Ahmedabad,same_day,Apollo24x7,commercial,5243,8,0,0.731,21,0,0,0.263,0.843,0.548,0.064,0,0.313,1,3,0.09,68.01,786.0
700001,Kolkata,scheduled,PharmEasy,hospital_adjacent,4147,21,0,0.582,15,0,0,0.807,0.654,0.783,0.441,1,0.223,2,4,0.12,63.58,622.0
110044,Delhi,same_day,PharmEasy,residential,4738,8,0,0.641,2,0,0,0.752,0.926,0.972,0.031,0,0.964,8,1,0.03,107.39,711.0
751024,Bhubaneswar,scheduled,PharmEasy,hospital_adjacent,3414,22,0,0.769,17,0,1,0.701,0.709,0.421,0.836,1,0.187,2,3,0.09,68.59,512.0
560001,Bengaluru,same_day,PharmEasy,residential,5493,8,0,0.813,22,1,0,0.371,0.267,0.378,0.005,0,0.831,9,0,0.0,77.34,800.0
641041,Coimbatore,scheduled,Netmeds,hospital_adjacent,4100,22,0,0.689,18,0,0,0.289,0.593,0.269,0.191,0,0.635,5,2,0.06,57.44,615.0
462001,Bhopal,same_day,Tata1mg,commercial,5706,9,0,0.923,13,1,0,0.424,0.733,0.445,0.0,0,0.353,12,0,0.0,75.59,800.0
400051,Mumbai,hyperlocal,PhonePePincode,hospital_adjacent,5342,19,0,0.878,7,1,0,0.392,0.423,0.545,0.339,1,0.47,10,2,0.06,122.24,800.0
400050,Mumbai,hyperlocal,Tata1mg,commercial,7085,12,0,0.474,27,0,0,0.388,0.399,0.515,0.355,1,0.937,9,4,0.12,173.52,800.0
600096,Chennai,hyperlocal,Tata1mg,commercial,4834,20,0,0.779,3,1,0,0.464,0.714,0.448,0.513,0,0.182,11,2,0.06,102.17,725.0
440010,Nagpur,scheduled,Tata1mg,residential,3947,18,0,0.757,3,1,0,0.475,0.823,0.529,0.034,0,0.29,1,2,0.06,50.78,592.0
700012,Kolkata,scheduled,PharmEasy,hospital_adjacent,4361,26,0,0.229,21,0,0,0.789,0.649,0.723,0.413,1,0.833,9,4,0.12,69.66,654.0
600042,Chennai,scheduled,PharmEasy,industrial,4208,25,0,0.487,25,0,0,0.851,0.767,0.568,0.634,1,0.758,9,1,0.03,72.73,631.0
110006,Delhi,same_day,Tata1mg,residential,3803,8,0,0.822,27,0,0,0.767,0.924,0.988,0.061,0,0.298,11,2,0.06,79.98,570.0
411001,Pune,scheduled,Netmeds,hospital_adjacent,3975,22,0,0.936,29,0,0,0.473,0.515,0.433,0.066,0,0.832,8,3,0.09,55.88,596.0
462001,Bhopal,same_day,PharmEasy,hospital_adjacent,4221,8,0,0.644,84,1,0,0.359,0.693,0.461,0.009,0,0.998,6,1,0.03,87.6,633.0
110044,Delhi,same_day,PharmEasy,residential,4982,9,0,0.658,4,0,1,0.838,0.906,0.989,0.053,0,0.251,11,0,0.0,109.77,747.0
400078,Mumbai,hyperlocal,PhonePePincode,hospital_adjacent,4386,16,0,0.843,38,1,0,0.849,0.492,0.585,0.297,0,0.318,12,0,0.0,122.08,658.0
110003,Delhi,hyperlocal,Tata1mg,commercial,5693,14,0,0.566,20,0,0,0.344,0.858,0.946,0.039,0,0.402,2,0,0.0,117.31,800.0
751024,Bhubaneswar,scheduled,Netmeds,residential,4654,13,0,0.836,1,0,0,0.719,0.711,0.4,0.808,1,0.185,11,0,0.0,64.5,698.0
411021,Pune,scheduled,Netmeds,residential,3983,15,0,0.914,40,0,0,0.423,0.537,0.428,0.0,0,0.274,3,0,0.0,51.12,597.0
440010,Nagpur,scheduled,Tata1mg,residential,3892,25,0,0.653,3,0,0,0.49,0.874,0.557,0.017,0,0.377,2,1,0.03,59.35,584.0
226001,Lucknow,scheduled,Tata1mg,residential,4140,19,0,0.284,26,0,0,0.511,0.837,0.731,0.045,0,0.179,2,2,0.06,52.9,621.0
226016,Lucknow,scheduled,PharmEasy,industrial,3074,22,0,0.612,3,0,0,0.633,0.802,0.82,0.048,0,0.974,7,2,0.06,63.42,461.0
411045,Pune,same_day,PharmEasy,industrial,5338,8,0,0.747,10,1,0,0.537,0.594,0.464,0.01,0,0.274,3,0,0.0,79.73,800.0
560034,Bengaluru,scheduled,Netmeds,residential,3644,21,0,0.725,7,0,0,0.577,0.327,0.432,0.04,0,0.787,9,2,0.06,54.82,547.0
700027,Kolkata,hyperlocal,PhonePePincode,hospital_adjacent,6099,11,0,0.692,34,1,0,0.737,0.618,0.708,0.421,0,0.943,9,4,0.12,212.32,800.0
400063,Mumbai,same_day,Tata1mg,residential,3783,7,0,0.896,8,0,0,0.957,0.513,0.676,0.3,0,0.718,7,1,0.03,89.05,567.0
560008,Bengaluru,hyperlocal,Apollo24x7,commercial,6755,15,0,0.634,3,0,0,0.644,0.281,0.434,0.004,0,0.738,9,0,0.0,181.16,800.0
400012,Mumbai,same_day,PharmEasy,hospital_adjacent,3754,9,0,0.906,8,1,1,0.865,0.471,0.685,0.29,0,0.603,4,1,0.03,107.22,563.0
751002,Bhubaneswar,scheduled,Netmeds,residential,3427,20,0,0.573,6,0,0,0.607,0.66,0.372,0.75,1,0.261,11,2,0.06,58.31,514.0
110092,Delhi,scheduled,Netmeds,residential,3125,19,0,0.894,26,1,0,0.663,0.895,0.947,0.043,0,0.293,11,0,0.0,57.65,469.0
411001,Pune,same_day,Apollo24x7,residential,6438,8,0,0.88,63,1,1,0.493,0.566,0.508,0.049,0,0.57,4,2,0.06,133.48,800.0
110044,Delhi,scheduled,Netmeds,commercial,2841,22,0,0.83,23,0,1,0.776,0.915,0.981,0.023,0,0.536,4,1,0.03,44.4,426.0
411045,Pune,same_day,Tata1mg,industrial,5063,7,0,0.958,28,1,0,0.537,0.528,0.436,0.051,0,0.989,9,1,0.03,81.74,759.0
560076,Bengaluru,same_day,Tata1mg,industrial,5275,9,0,0.679,42,0,0,0.794,0.303,0.48,0.038,0,0.601,5,0,0.0,83.6,791.0
400051,Mumbai,same_day,Apollo24x7,residential,5375,10,0,0.582,7,0,0,0.452,0.439,0.532,0.316,1,0.642,10,1,0.03,91.02,800.0
500081,Hyderabad,hyperlocal,PhonePePincode,hospital_adjacent,7080,17,0,0.54,2,0,0,0.271,0.701,0.474,0.093,0,0.5,4,0,0.0,194.7,800.0
560011,Bengaluru,hyperlocal,PhonePePincode,commercial,6105,10,0,0.782,1,0,1,0.516,0.292,0.421,0.047,0,0.437,2,3,0.09,174.21,800.0
400050,Mumbai,same_day,Tata1mg,commercial,5381,9,0,0.672,1,1,1,0.374,0.427,0.529,0.295,1,0.544,4,3,0.09,86.87,800.0
226016,Lucknow,scheduled,Netmeds,hospital_adjacent,5393,23,0,0.52,2,0,0,0.595,0.834,0.8,0.014,0,0.177,2,0,0.0,61.16,800.0
560038,Bengaluru,scheduled,Netmeds,industrial,3963,20,0,0.889,35,0,0,0.774,0.317,0.415,0.067,0,0.656,10,0,0.0,58.41,594.0
110092,Delhi,scheduled,PharmEasy,commercial,5570,14,0,0.865,22,0,0,0.639,0.89,0.952,0.0,0,0.243,3,0,0.0,59.23,800.0
226010,Lucknow,scheduled,Netmeds,hospital_adjacent,3465,21,0,0.879,9,0,0,0.442,0.778,0.744,0.056,0,0.341,12,0,0.0,60.19,520.0
751002,Bhubaneswar,scheduled,PharmEasy,residential,4439,21,0,0.847,2,0,0,0.645,0.698,0.374,0.767,1,0.957,8,2,0.06,69.47,666.0
500001,Hyderabad,hyperlocal,Tata1mg,hospital_adjacent,6711,10,0,0.848,16,0,0,0.539,0.67,0.55,0.093,0,0.377,1,0,0.0,202.44,800.0
751002,Bhubaneswar,scheduled,Tata1mg,residential,3607,15,0,0.685,7,0,0,0.598,0.703,0.355,0.714,1,0.4,3,0,0.0,64.19,541.0
380054,Ahmedabad,scheduled,Netmeds,residential,3426,13,0,0.777,44,0,0,0.191,0.876,0.566,0.076,0,0.968,6,2,0.06,55.87,514.0
